society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
bptp terra,1.67,sector 37d,7622.0,4,4,3,11.0,Relatively New,flat,2091.0,0,0,0,0,0,2,149
zara aavaas,0.4,sector 104,7036.0,2,2,1,4.0,Relatively New,flat,514.0,0,0,0,0,0,0,52
godrej,2.01,sector 79,8495.0,3,4,3+,6.0,Relatively New,flat,2141.0,0,1,0,0,0,0,158
capital residences 360,1.1,sector 70a,7586.0,2,2,2,10.0,Relatively New,flat,1312.0,1,0,0,0,0,0,42
parsvnath exotica,5.0,sector 53,17241.0,3,4,3,7.0,Old Property,flat,3222.0,0,1,0,0,0,2,24
indiabulls centrum park,2.4,sector 103,8347.0,4,6,3+,15.0,Relatively New,flat,2456.0,0,1,0,0,0,0,156
paras dews,1.25,sector 106,11061.0,3,4,3+,7.0,Relatively New,flat,1186.0,1,1,0,0,0,0,167
vipul tatvam villa,8.2,sector 48,25309.0,3,3,2,2.0,Moderately Old,house,3240.0,1,1,0,1,0,1,160
brisk lumbini terrace homes,1.38,sector 109,6338.0,3,3,1,4.0,Moderately Old,flat,2419.0,0,0,0,0,0,0,20
independent,2.95,sector 2,15989.0,4,4,3+,2.0,Old Property,house,1845.0,0,0,0,0,0,0,27
orris aster court,0.67,sector 85,5825.0,2,2,2,5.0,Relatively New,flat,1250.0,0,0,0,0,1,2,174
ansal heights 86,0.9,sector 86,5325.0,3,3,2,10.0,New Property,flat,1690.0,0,0,0,0,0,0,29
iffco nagar and 17b rwa,2.98,sector 17,20566.0,2,6,3+,3.0,Relatively New,house,1449.0,1,0,0,1,0,0,78
the cocoon,2.0,dwarka expressway,13333.0,3,3,3,5.0,New Property,flat,1357.0,0,0,0,0,0,0,0
nbcc heights,1.5,sector 89,7058.0,3,3,3,8.0,Relatively New,flat,1923.0,1,1,0,0,0,0,105
dlf the arbour,8.5,sector 63,21519.0,4,4,3+,27.0,New Property,house,3950.0,0,0,0,0,0,0,61
breez global heights,0.26,sohna road,6598.0,1,1,1,6.0,New Property,flat,438.0,0,0,0,0,0,0,26
bestech park view sanskruti,1.9,sector 92,8172.0,4,4,3+,10.0,Relatively New,flat,1920.0,1,1,0,1,1,0,49
signature global solera,0.29,sector 107,5930.0,2,2,2,3.0,Relatively New,flat,543.0,0,0,0,0,0,0,45
ss the leaf,2.3,sector 85,8179.0,4,4,3+,8.0,Relatively New,flat,2545.0,0,1,0,0,0,0,21
signature global city 92,0.75,sector 92,7821.0,2,2,3,1.0,Relatively New,house,959.0,0,0,0,0,0,0,46
supertech hues,0.8,sector 68,6779.0,2,2,3+,14.0,New Property,flat,1180.0,0,0,0,0,0,2,26
m3m skywalk,1.55,sector 74,13790.0,2,2,3+,18.0,Relatively New,flat,1300.0,0,0,0,0,1,0,137
dlf the ultima,2.5,sector 81,11726.0,3,3,2,4.0,Relatively New,flat,2130.0,0,1,0,0,0,1,82
sare homes,0.95,sector 92,4871.0,4,3,3,13.0,New Property,flat,1765.0,0,0,0,0,0,0,0
godrej summit,1.05,sector 104,5833.0,3,4,3+,7.0,Relatively New,flat,2000.0,0,1,0,0,0,2,96
vipul tatvam villa,5.75,sector 48,22184.0,4,4,2,2.0,Moderately Old,house,2592.0,0,1,0,0,0,0,30
chintels paradiso,2.0,sector 109,7604.0,4,4,2,11.0,Relatively New,flat,2380.0,0,1,0,1,0,0,64
independent,6.0,sector 2,24691.0,5,6,3+,3.0,Old Property,house,2430.0,1,0,0,1,1,2,43
signature global park,0.7,sohna road,6071.0,3,3,3,2.0,Relatively New,flat,1281.0,0,0,0,1,0,0,152
the pearl apartmen,0.43,sector 15,5584.0,2,2,1,2.0,Relatively New,flat,856.0,0,0,0,0,0,2,28
breez global heights,0.24,sector 36,5825.0,1,1,1,8.0,New Property,flat,458.0,0,0,0,0,0,2,57
independent,8.25,sector 43,30556.0,5,6,3+,3.0,Moderately Old,house,2700.0,1,1,1,1,0,2,64
imperia the esfera,0.99,sector 37c,5454.0,3,5,3+,5.0,Relatively New,flat,1400.0,0,1,0,0,0,0,49
independent,4.5,sector 26,33333.0,3,3,2,2.0,Old Property,house,1350.0,0,0,0,1,0,2,58
pioneer araya,8.35,sector 62,19513.0,4,6,3,16.0,Relatively New,flat,3872.0,0,1,0,1,0,0,153
essel towers,2.2,sector 14,12500.0,3,4,3+,3.0,Old Property,flat,1956.0,0,0,0,0,0,0,0
m3m woodshire,1.8,sector 107,7623.0,3,4,3+,2.0,Relatively New,flat,1837.0,0,1,0,0,0,0,129
pareena mi casa,1.7,sector 68,8504.0,4,4,3,2.0,New Property,flat,1809.0,0,0,0,0,0,0,47
indiabulls centrum park,1.35,sector 103,7541.0,3,3,3+,3.0,Relatively New,flat,1620.0,1,0,0,0,0,2,168
tulip violet,1.46,sector 69,9252.0,3,3,2,0.0,Relatively New,flat,1428.0,0,0,0,1,0,2,174
spaze privy,3.1,sector 72,6692.0,4,5,3+,8.0,Moderately Old,flat,3374.0,1,1,1,1,0,0,136
emaar mgf palm hills,1.08,sector 77,5400.0,3,4,3+,5.0,Relatively New,flat,1810.0,1,1,0,0,1,2,167
dlf city plots,17.0,sector 26,37627.0,5,6,3,2.0,Old Property,house,4518.0,0,1,1,1,0,2,87
experion the heartsong,0.9,sector 108,7014.0,2,3,3,2.0,Relatively New,flat,978.23,0,1,0,0,0,0,94
emaar imperial gardens,1.91,sector 102,9550.0,3,4,2,17.0,Relatively New,flat,1587.0,1,1,0,0,0,2,152
m3m skywalk,1.54,sector 74,11000.0,2,2,3+,22.0,Relatively New,flat,1200.0,0,0,0,0,1,0,137
smart world orchard,1.6,sector 61,13913.0,2,2,2,3.0,New Property,flat,1278.0,1,0,0,0,0,0,122
rof ananda,0.37,sector 95,5744.0,3,2,1,6.0,Relatively New,flat,716.0,0,0,0,1,0,2,72
international city by sobha phase 2,6.8,sector 109,12593.0,4,5,3,2.0,Relatively New,house,5400.0,0,1,0,0,0,0,49
smart world orchard,1.58,sector 61,13739.0,2,2,2,3.0,New Property,flat,1278.0,1,0,0,0,0,0,15
suncity vatsal valley,1.28,gwal pahari,9552.0,3,3,3,1.0,Relatively New,flat,1489.0,0,0,0,0,0,2,49
hsiidc sidco shivalik apartments,0.6,manesar,4000.0,3,2,2,5.0,Moderately Old,flat,1277.0,0,0,0,0,0,0,80
ireo the corridors,1.62,sector 67a,9380.0,3,3,2,4.0,New Property,flat,1346.0,0,0,1,0,0,2,142
ss the leaf,1.2,sector 85,7317.0,2,2,3,6.0,Relatively New,flat,1300.0,0,0,0,0,0,2,174
unitech espace,11.0,sector 50,40741.0,4,4,3+,2.0,Moderately Old,house,2700.0,0,1,0,0,0,2,88
independent,4.5,sector 49,15625.0,8,8,3,3.0,Moderately Old,house,2880.0,1,1,1,1,0,1,151
independent,0.92,sector 4,15257.0,1,4,3,4.0,Moderately Old,house,603.0,0,0,0,0,1,0,0
dlf royalton tower,6.5,sector 43,20687.0,4,4,3+,9.0,Moderately Old,flat,2712.0,0,1,0,0,0,0,7
sector 38 rwa,4.3,sector 38,28782.0,3,9,3+,3.0,Relatively New,house,1494.0,0,0,0,1,1,2,41
satya element one,0.8,sector 49,11111.0,1,1,1,0.0,Moderately Old,flat,720.0,0,0,0,0,0,0,0
.,7.0,gwal pahari,11000.0,4,4,3+,6.0,Relatively New,flat,5430.0,0,1,0,0,0,0,52
independent,4.45,sector 49,15451.0,6,6,3,3.0,Moderately Old,house,2880.0,1,1,1,1,0,1,152
antriksh heights,0.54,sector 84,4458.0,2,2,3+,17.0,Relatively New,flat,1086.0,0,0,0,0,0,0,81
dlf regal gardens,1.25,sector 90,7167.0,3,3,2,11.0,Relatively New,flat,1578.0,0,0,0,0,1,0,14
m3m woodshire,0.98,sector 107,6421.0,2,2,3,7.0,Relatively New,flat,1281.0,1,0,0,0,0,2,174
emaar mgf emerald floors premier,2.65,sector 65,16060.0,3,3,3,5.0,Relatively New,flat,1650.06,1,1,0,0,0,0,37
emaar mgf palm hills,1.5,sector 77,12744.0,3,3,3,4.0,Relatively New,flat,1310.0,0,0,0,0,0,2,97
kamroon court,2.75,sector 43,13750.0,3,4,3+,5.0,Moderately Old,flat,2222.0,0,1,0,0,1,2,49
tulip violet,1.28,sector 69,8111.0,3,3,2,12.0,Relatively New,flat,1428.0,0,0,0,1,0,2,49
central park flower valley,1.4,sector 33,21538.0,3,3,3,2.0,Under Construction,flat,588.0,0,0,0,0,0,0,54
anamika enclave,6.0,sector 12,14493.0,9,9,3+,3.0,Old Property,house,9000.0,0,0,0,0,0,0,9
jacob pura,0.35,sector 12,9722.0,2,1,0,2.0,Old Property,house,360.0,0,0,0,0,0,0,0
pivotal devaan,0.35,sector 84,6003.0,2,2,1,4.0,Relatively New,flat,528.0,0,0,0,0,0,0,37
sneh vihar,1.35,sohna road road,10000.0,5,5,3+,4.0,Relatively New,house,1350.0,0,0,0,0,0,0,0
kibithu villas,3.45,sector 48,12777.0,4,4,3+,2.0,Moderately Old,flat,3000.0,0,0,0,0,0,0,0
bhawani enclave,0.42,sector 12,8235.0,3,3,0,2.0,New Property,house,567.0,0,0,0,1,0,0,0
raheja revanta,1.2,sector 78,10018.0,1,2,2,32.0,Under Construction,flat,823.0,0,0,0,0,0,0,39
experion the heartsong,2.29,sector 108,8240.0,4,5,3+,8.0,Relatively New,flat,2779.0,0,1,0,0,0,2,95
mapsko casa bella,1.3,sector 82,6378.0,4,4,3+,1.0,Relatively New,flat,1774.0,0,1,0,0,0,0,130
signature global city,1.1,sector 37d,8494.0,3,3,2,2.0,Under Construction,flat,1439.0,0,0,0,0,0,0,36
ansal housing highland park,2.0,sector 103,7490.0,4,5,3+,14.0,New Property,flat,2416.0,0,1,0,0,0,0,45
independent,9.0,sector 26,33333.0,5,5,2,3.0,Old Property,house,2700.0,1,1,1,1,0,1,110
emaar mgf emerald floors premier,2.0,sector 65,12121.0,3,3,3,1.0,Relatively New,flat,1833.0,0,1,0,0,0,2,124
rwa,0.48,sector 7,6000.0,3,2,1,1.0,New Property,flat,889.0,0,0,0,0,0,0,21
puri diplomatic greens,3.45,sector 111,11694.0,4,5,3+,10.0,Relatively New,flat,2670.0,0,1,0,0,0,0,101
independent,3.6,sector 46,24845.0,5,5,3+,3.0,Moderately Old,house,1449.0,0,1,0,0,0,2,75
independent,0.65,sector 4,11111.0,4,2,2,2.0,Moderately Old,house,585.0,0,0,0,0,0,0,0
tulip violet,1.19,sector 69,8814.0,2,3,1,0.0,Relatively New,flat,1500.0,1,0,0,0,0,2,174
emaar mgf emerald floors premier,2.5,sector 65,15151.0,3,3,3,3.0,Relatively New,flat,1493.0,1,1,0,0,0,0,15
adani m2k oyster grande,2.5,sector 102,7817.0,4,5,3+,10.0,Relatively New,flat,2600.0,0,1,0,1,0,2,174
umang winter hills,1.0,sector 77,7500.0,2,2,2,3.0,New Property,flat,1489.0,0,0,0,0,0,0,74
prime habitat,0.27,sector 99a,5432.0,2,2,1,4.0,New Property,flat,552.0,0,0,0,0,0,0,7
smart world orchard,2.24,sector 61,14460.0,3,3,2,3.0,New Property,flat,1402.0,0,0,0,0,1,0,61
dlf new town heights,1.25,sector 90,6476.0,3,3,3+,17.0,Relatively New,flat,1700.0,0,1,0,1,0,0,65
dlf the skycourt,1.5,sector 86,7894.0,3,3,1,16.0,Relatively New,flat,1719.0,0,0,0,0,1,0,49
dlf regal gardens,1.26,sector 90,7403.0,3,3,3,6.0,Relatively New,flat,1603.0,0,0,0,0,1,2,28
ss the leaf,1.84,sector 85,7641.0,3,4,3,8.0,Relatively New,flat,2026.0,0,0,0,1,0,0,158
signature global rosellia,0.45,sector 95,8754.0,2,2,2,14.0,New Property,flat,571.0,0,0,0,0,0,0,24
palam vihar extension west zone rwa,0.65,sector 2,5778.0,2,2,1,1.0,Moderately Old,house,1125.0,0,0,1,0,0,0,23
indiabulls enigma,4.0,sector 110,9851.0,4,4,3,17.0,New Property,flat,3350.0,0,0,0,0,0,0,59
independent,10.56,sector 50,32593.0,5,5,3,3.0,Moderately Old,house,3240.0,0,1,0,0,0,0,20
madan puri,0.75,sector 7,12500.0,3,5,3,3.0,Moderately Old,house,600.0,0,0,0,0,0,0,0
ambience creacions,2.55,sector 22,13709.0,3,3,3,5.0,Relatively New,flat,1860.09,0,0,0,0,0,1,49
experion windchants,6.5,sector 112,10416.0,4,5,3,11.0,Relatively New,flat,4800.0,0,0,0,0,0,0,55
hcbs sports ville,0.24,sohna road,7407.0,1,1,2,1.0,New Property,flat,360.0,0,0,0,0,0,0,68
m3m golfestate,13.2,sector 65,12000.0,4,4,3,13.0,Moderately Old,flat,12222.0,0,1,0,0,0,0,60
tulip ivory,2.0,sector 70,8333.0,4,5,3+,2.0,Relatively New,flat,2172.0,0,1,0,0,0,2,49
m3m golfestate,5.2,sector 65,17455.0,3,3,3,18.0,Relatively New,flat,2696.0,1,1,0,0,0,2,76
dlf south city 1,2.65,sector 41,18929.0,3,3,3,4.0,New Property,house,1400.0,0,1,0,0,0,2,22
central park resorts,5.15,sector 48,20900.0,3,3,3+,8.0,Moderately Old,flat,2364.0,0,1,0,0,0,1,53
pyramid urban homes 2,0.42,sector 86,8483.0,2,2,1,2.0,New Property,flat,557.0,1,1,0,1,1,0,84
maruti vihar,1.0,sector 28,9090.0,1,1,1,1.0,Old Property,flat,995.0,1,0,0,1,0,2,80
vatika independent floors,1.4,sector 82,8235.0,3,3,2,3.0,New Property,house,1700.0,0,0,0,1,0,0,61
sector 57 huda,3.8,sector 57,26063.0,2,8,3+,4.0,Relatively New,house,1458.0,0,0,1,1,0,2,94
emaar mgf marbella,9.0,sector 66,21251.0,4,4,3+,2.0,Relatively New,house,5200.0,0,1,1,1,0,2,114
central park 2 bellevue,2.75,sector 48,10754.0,3,4,3+,3.0,Moderately Old,flat,2574.0,0,0,0,0,0,0,32
dlf the ultima,2.2,sector 81,10461.0,3,3,3+,5.0,Relatively New,flat,1570.0,1,1,0,1,1,1,49
aipl the peaceful homes,2.52,sector 70a,10723.0,3,4,3,8.0,Relatively New,flat,2127.0,0,1,0,0,0,0,174
ats triumph,2.6,sector 104,8253.0,4,4,3+,12.0,Relatively New,flat,2851.0,0,1,0,0,0,0,118
signature global synera,0.49,sector 81,6666.0,2,2,3,5.0,Relatively New,flat,700.0,0,0,0,0,0,0,117
godrej aria,1.69,sector 79,8522.0,3,3,2,7.0,Relatively New,flat,1795.0,0,0,0,0,0,0,112
emaar mgf the palm drive,3.0,sector 66,14285.0,4,5,3+,10.0,Relatively New,flat,2100.11,0,1,0,0,0,2,49
independent,9.5,sector 43,42222.0,5,5,3+,2.0,Relatively New,house,2250.0,0,1,0,1,0,2,88
vatika gurgaon,1.25,sector 83,7812.0,4,4,3,12.0,Moderately Old,flat,1970.0,0,1,0,0,0,0,103
emaar gurgaon greens,1.55,sector 102,9393.0,3,4,3,7.0,Relatively New,flat,1315.0,0,1,0,0,0,2,152
independent,2.1,sector 70a,3889.0,3,2,1,3.0,New Property,house,667.0,0,0,0,0,0,0,0
ats kocoon,2.95,sector 109,10350.0,4,4,3+,7.0,Relatively New,flat,3150.0,0,1,1,0,0,2,158
greenopolis,0.8,sector 89,4820.0,2,3,3,8.0,Under Construction,flat,1502.0,1,0,0,0,1,0,60
microtek greenburg,1.93,sector 86,8446.0,3,4,3,12.0,Relatively New,flat,2068.0,0,1,0,0,0,0,72
bptp terra,1.4,sector 37d,7730.0,3,3,3,5.0,Relatively New,flat,1711.0,0,0,0,0,0,2,149
independent,15.0,sector 26,33333.0,4,4,3,3.0,Moderately Old,house,4500.0,0,1,1,0,0,2,36
godrej aria,1.0,sector 79,6653.0,2,2,2,4.0,Relatively New,flat,1300.0,1,0,0,0,0,0,49
uppal southend,3.75,sector 49,25562.0,2,6,3+,3.0,Moderately Old,house,1467.0,1,0,0,0,0,2,26
m3m merlin,3.4,sector 67,14418.0,3,4,3,16.0,Relatively New,flat,2016.0,0,1,0,0,0,2,174
smart world orchard,1.41,sector 61,12250.0,2,2,2,2.0,Under Construction,flat,1150.0,1,0,0,0,0,0,76
emaar mgf marbella,12.0,sector 66,38095.0,5,6,3+,4.0,New Property,house,3150.0,0,1,0,1,0,0,38
corona optus,1.26,sector 37c,7250.0,3,3,3,4.0,New Property,flat,1400.0,0,0,0,0,0,0,28
m3m heights,1.95,sector 65,16000.0,2,2,3,16.0,Under Construction,flat,1141.0,0,0,0,0,0,0,44
indiabulls centrum park,1.34,sector 103,7882.0,3,3,3+,12.0,Relatively New,flat,1725.0,1,1,1,1,0,2,38
supertech araville,1.35,sector 79,9000.0,2,2,3,6.0,New Property,flat,1350.0,1,0,0,0,1,2,88
bptp terra,1.55,sector 37d,7074.0,4,3,3+,19.0,Relatively New,flat,2100.0,0,0,0,0,1,2,131
czar mahira homes 63a,0.42,sector 63a,7407.0,3,2,2,1.0,Under Construction,flat,630.0,0,0,0,0,0,0,0
experion the heartsong,1.25,sector 108,9259.0,3,3,3,1.0,Relatively New,flat,1500.0,0,1,0,1,0,0,174
international city by sobha phase 2,7.0,sector 109,12963.0,5,6,2,2.0,Relatively New,house,5400.0,0,1,0,0,0,0,154
ambience creacions,3.5,sector 22,19444.0,3,4,3+,8.0,New Property,flat,2000.0,0,1,0,0,0,2,57
independent,3.85,sector 7,14650.0,4,4,3,3.0,Old Property,house,2628.0,0,0,0,0,0,0,27
independent,10.0,sector 25,37037.0,5,6,3,3.0,Old Property,house,2700.0,0,1,1,0,0,2,64
professors enclave cghs,1.55,sector 56,7750.0,3,3,3+,6.0,Moderately Old,flat,1810.0,0,1,0,0,0,2,49
international city by sobha phase 2,6.5,sector 109,12037.0,4,4,3+,1.0,New Property,house,5400.0,0,1,0,0,0,2,160
m3m capital,2.51,sector 113,14800.0,3,3,3+,2.0,Under Construction,flat,1695.95,1,0,0,0,0,0,49
experion windchants,3.29,sector 112,11741.0,3,3,3+,2.0,Relatively New,flat,2225.56,0,1,0,0,0,2,152
eldeco accolade,1.1,sohna road,7549.0,2,2,3+,17.0,Relatively New,flat,1319.0,1,0,0,0,1,2,7
independent,9.0,sector 28,27778.0,6,7,3+,3.0,Moderately Old,house,3240.0,1,1,1,1,0,0,67
sidhartha ncr one phase,0.56,sector 95,4105.0,2,2,2,10.0,Relatively New,flat,1234.0,0,0,0,0,0,2,60
kiran residency,1.55,sector 56,6888.0,3,3,3+,5.0,Moderately Old,flat,1900.0,0,1,0,1,0,2,92
hcbs sports ville,0.22,sohna road,4603.0,1,1,1,9.0,Relatively New,flat,477.809521,0,0,0,0,0,2,44
vatika inxt floors,1.25,sector 82a,8333.0,3,2,3,2.0,Relatively New,flat,1667.0,1,0,0,1,0,2,94
ramprastha skyz,1.0,sector 37d,4942.0,3,5,3,11.0,Under Construction,flat,1833.0,0,1,0,0,1,0,8
shapoorji pallonji joyville gurugram,1.8,sector 102,10638.0,3,3,3,5.0,Relatively New,flat,1531.0,0,0,0,0,0,0,49
independent,1.6,sector 39,17937.0,1,1,2,2.0,Old Property,house,892.0,0,0,0,0,0,0,40
experion windchants,7.99,sector 112,12520.0,4,6,3,2.0,New Property,house,6382.0,0,1,1,1,0,2,129
bestech park view residency,1.51,sector 2,7890.0,3,4,3+,8.0,Moderately Old,flat,1738.0,0,1,0,0,0,0,92
ansals highland park,1.2,dwarka expressway,6185.0,3,3,3+,4.0,Under Construction,flat,1940.0,0,1,0,0,0,0,0
signature global solera,0.4,sector 107,6644.0,2,2,1,7.0,Relatively New,flat,577.0,0,0,0,0,0,2,55
ss,1.98,sector 85,8222.0,3,4,3,6.0,Relatively New,flat,2300.0,0,0,0,0,0,0,42
independent,2.1,sector 43,4250.0,10,10,3+,5.0,New Property,house,549.0,0,1,0,0,0,0,20
independent,2.3,sector 4,17012.0,4,4,3,2.0,Old Property,house,160.0,0,0,0,0,0,2,15
maruti kunj,0.8,sector 11,5161.0,3,2,0,0.0,Old Property,flat,1403.0,0,0,0,0,0,0,8
shapoorji pallonji joyville gurugram,1.95,sector 102,17285.0,3,3,3,12.0,New Property,flat,1465.0,0,0,1,0,0,0,72
independent,3.49,sector 57,20197.0,4,4,2,3.0,Moderately Old,house,1728.0,1,1,0,1,0,2,49
signature global park,0.83,sohna road,7410.0,3,2,2,1.0,New Property,flat,1244.0,0,0,0,0,0,0,16
signature global grand iva,0.3,sector 103,8290.0,1,2,2,5.0,New Property,flat,402.0,0,0,0,0,0,0,37
tashee capital gateway,0.96,sector 111,6500.0,2,2,1,4.0,Under Construction,flat,1338.0,1,0,0,0,0,0,53
the close north,2.7,sector 50,9980.0,3,3,3+,3.0,Moderately Old,flat,2357.0,0,1,0,0,0,0,117
ramson kshitij sec-95 gurugram,0.27,sector 95,2700.0,2,2,0,1.0,New Property,flat,758.0,0,0,0,0,0,0,0
tulip violet,1.55,sector 69,9822.0,3,3,2,9.0,Relatively New,flat,1428.0,0,0,0,1,0,2,165
shapoorji pallonji joyville gurugram,0.97,sector 102,10601.0,2,2,2,12.0,Relatively New,flat,828.0,0,0,0,0,0,0,100
m3m heights,2.0,sector 65,13957.0,2,2,2,32.0,Relatively New,flat,1433.0,0,0,0,0,0,0,48
dhoot time residency,3.0,sector 63,18271.0,3,3,3+,14.0,Relatively New,flat,1641.95,0,1,0,0,0,2,0
ats triumph,2.62,sector 104,8317.0,4,4,3+,14.0,Relatively New,flat,2851.0,0,1,0,0,0,0,174
shree vardhman victoria,1.63,sector 70,8358.0,3,3,3,5.0,New Property,flat,1527.0,0,1,0,0,1,0,49
vatika lifestyle homes,1.04,sector 83,5699.0,3,2,2,2.0,Moderately Old,flat,1500.0,0,0,0,0,0,0,95
shree vardhman victoria,1.63,sector 70,8358.0,3,5,3,12.0,Relatively New,flat,1527.0,0,1,0,0,0,0,43
m3m the marina,1.45,sector 68,9615.0,3,2,3+,9.0,New Property,flat,1365.0,0,0,0,0,0,0,0
signature global solera,0.35,sector 107,6489.0,2,2,2,8.0,Relatively New,flat,608.0,0,0,0,0,0,0,45
ansals florence villa,3.65,sector 57,10580.0,6,6,2,3.0,Moderately Old,house,3450.0,1,1,1,1,0,1,152
bestech park view residency,1.59,sector 2,8281.0,3,4,3+,11.0,Moderately Old,flat,1738.0,0,1,0,0,0,0,100
independent,4.0,sector 56,26613.0,4,4,3+,2.0,Relatively New,house,1503.0,0,0,0,0,0,2,24
ats kocoon,1.75,sector 109,10028.0,3,3,3,10.0,Relatively New,flat,1550.0,0,0,0,1,0,2,49
eldeco accolade,1.2,sector 33,8043.0,2,2,2,0.0,Under Construction,flat,1492.0,0,0,0,0,0,0,56
indiabulls enigma,3.3,sector 110,9850.0,4,5,3,7.0,Relatively New,flat,3032.0,0,1,0,0,0,0,101
orris carnation residency,0.9,sector 85,4531.0,4,4,3,8.0,Moderately Old,flat,1575.0,0,0,0,0,0,2,40
shyam sadan,0.55,sector 3 phase 2,6470.0,2,2,1,4.0,Relatively New,flat,778.0,1,0,0,0,0,2,69
independent,4.75,sector 1,10556.0,6,7,0,4.0,Moderately Old,house,4500.0,0,0,0,0,0,0,0
awho sispal vihar,2.0,sector 49,7262.0,4,3,3+,4.0,Old Property,flat,2492.0,0,0,0,0,0,0,65
pivotal devaan,0.35,sector 84,7276.0,2,2,1,10.0,Relatively New,flat,531.0,0,0,1,0,0,0,103
ireo victory valley,3.5,sector 67,14583.0,3,4,3,24.0,Relatively New,flat,2490.0,0,1,0,1,0,2,149
bestech park view residency,0.95,sector 2,6713.0,2,2,3,1.0,Moderately Old,flat,1281.0,0,0,0,0,0,2,82
pioneer urban presidia,6.5,sector 62,14987.0,4,4,3+,3.0,Moderately Old,flat,3925.0,1,0,0,0,0,0,86
nul,0.56,gwal pahari,6054.0,2,2,1,11.0,Old Property,flat,1028.0,0,0,0,0,0,2,0
breez global hill view,0.3,sohna road,5124.0,2,2,1,11.0,New Property,flat,650.0,0,0,0,0,0,0,91
umang monsoon breeze,0.8,sector 78,4836.0,3,2,2,7.0,Moderately Old,flat,1472.0,0,0,0,1,0,0,102
independent,1.6,sector 21,11852.0,5,5,2,3.0,Relatively New,house,120.0,0,0,0,0,0,0,0
hcbs sports ville,0.29,sohna road,3970.0,2,2,1,4.0,Relatively New,flat,743.0,0,0,0,0,0,0,0
orris aster court,0.93,sector 85,5671.0,3,3,3,8.0,Relatively New,flat,1587.0,0,0,0,0,0,0,0
the serenas,0.42,sector 36,7910.0,2,2,1,3.0,New Property,flat,590.0,0,0,0,0,0,0,0
ansal heights 86,0.95,sector 86,5621.0,3,2,1,6.0,New Property,flat,1878.0,0,0,0,0,0,0,15
orris aster court premier,1.2,sector 85,5660.0,3,4,2,6.0,Relatively New,flat,1650.0,0,1,0,0,0,0,28
ansals palam vihar,5.0,sector 2,12500.0,6,4,0,3.0,Moderately Old,house,4000.0,0,0,0,0,0,0,0
independent,8.0,sector 57,29630.0,5,4,3,2.0,Relatively New,house,2700.0,1,1,0,1,0,0,21
bestech park view residency,0.98,sector 2,6261.0,2,2,3,14.0,Moderately Old,flat,1416.0,1,0,0,0,0,0,92
signature global synera,0.31,sector 81,7434.0,1,1,1,13.0,Relatively New,flat,366.0,0,0,0,0,0,1,123
the laburnum,11.0,sector 43,27160.0,5,6,3+,3.0,New Property,house,4050.0,0,1,0,1,0,2,160
mittal surya vihar,1.4,sector 21,5833.0,5,4,2,2.0,Moderately Old,flat,2172.0,0,0,0,0,0,0,0
bptp terra,1.49,sector 37d,8105.0,3,3,3,20.0,Relatively New,flat,1707.0,0,0,0,0,1,0,49
indiabulls centrum park,1.2,sector 103,8432.0,2,2,3,3.0,Moderately Old,flat,1288.0,0,0,0,0,0,0,26
ashiana anmol,0.99,sohna road,8215.0,2,2,2,6.0,Under Construction,flat,1045.0,0,0,0,0,0,0,49
unitech the residences,1.55,sector 33,9872.0,3,4,1,1.0,Relatively New,flat,1421.0,0,1,0,0,0,0,37
m3m skycity,2.85,sector 65,15590.0,3,3,3,43.0,Under Construction,flat,1828.09,0,0,0,0,0,2,115
project mianwali colony,1.7,sector 12,9444.0,1,1,2,1.0,Old Property,house,2000.0,0,0,0,0,0,0,0
dlf new town heights,1.21,sector 90,6243.0,3,3,3+,7.0,Relatively New,flat,1929.0,0,1,0,1,0,0,127
sunischit apartments,1.69,sector 54,7954.0,3,3,3+,5.0,Old Property,flat,1991.0,0,1,0,0,0,2,65
malibu towne,2.4,sector 47,10000.0,3,3,0,0.0,Moderately Old,flat,2667.0,0,0,0,0,0,2,22
ats kocoon,1.65,sector 109,10645.0,3,3,3,19.0,Relatively New,flat,1650.0,0,0,1,0,0,2,159
puri diplomatic greens,3.45,sector 111,11694.0,4,5,3+,9.0,Relatively New,flat,2670.0,0,1,0,0,0,0,68
international city by sobha phase 2,6.25,sector 109,11574.0,4,4,3+,2.0,Relatively New,house,5400.0,0,1,0,0,0,0,138
independent,4.6,sector 55,21296.0,3,3,3+,2.0,Old Property,house,2160.0,0,1,1,1,0,2,37
emaar mgf palm studios,1.7,sector 66,13502.0,2,2,2,7.0,Relatively New,flat,1072.0,0,0,0,0,1,0,99
dlf city plots phase 4,9.54,sector 28,29444.0,6,5,3+,3.0,New Property,house,3240.0,1,1,1,1,0,0,153
la vida by tata housing,1.85,sector 113,11716.0,3,2,2,7.0,New Property,flat,1429.0,0,0,0,0,0,0,13
imperia the esfera,0.99,sector 37c,5500.0,3,3,1,10.0,New Property,flat,1643.0,0,1,0,0,0,0,49
independent,2.5,sector 11,17857.0,5,4,3,1.0,Old Property,house,1850.0,0,0,1,0,0,0,0
godrej meridien,5.6,sector 106,14000.0,5,4,3+,33.0,New Property,house,4000.0,1,1,1,1,0,0,151
supertech hilltown,0.8,sector 2,5556.0,3,2,3,8.0,Moderately Old,flat,1440.0,0,0,0,0,0,0,0
